Day,Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
471,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.68,1.12,2.8,48.935,50.54,404,424
472,April,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.71,0.64,3.74,1.12,49.685,48.935,424,440
473,April,Spring,Thursday,False,partly-cloudy-day,clear-day,0.7,0.71,4.26,3.74,52.135,49.685,440,312
474,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.7,4.52,4.26,44.71,52.135,312,72
475,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.78,3.2,4.52,43.565,44.71,72,52
476,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.71,2.47,3.2,45.22,43.565,52,344
477,April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.69,2.35,2.47,42.94,45.22,344,377
478,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.79,4.18,2.35,39.78,42.94,377,374
479,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.69,2.54,4.18,42.495,39.78,374,401
480,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.67,3.41,2.54,45.86,42.495,401,319
481,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.69,4.67,3.41,42.95,45.86,319,90
482,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,1.91,4.67,44.56,42.95,90,66
483,May,Spring,Sunday,False,clear-day,partly-cloudy-day,0.66,0.64,2.55,1.91,55.895,44.56,66,67
484,May,Spring,Monday,True,partly-cloudy-day,clear-day,0.81,0.66,4.58,2.55,51.13,55.895,67,380
485,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.81,2.27,4.58,48.955,51.13,380,437
486,May,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.58,0.64,1.86,2.27,53.62,48.955,437,410
487,May,Spring,Thursday,False,clear-day,clear-day,0.53,0.58,2.21,1.86,56.195,53.62,410,368
488,May,Spring,Friday,False,clear-day,clear-day,0.6,0.53,1.84,2.21,62.785,56.195,368,111
489,May,Spring,Saturday,False,partly-cloudy-day,clear-day,0.64,0.6,2.19,1.84,63.795,62.785,111,118
490,May,Spring,Sunday,False,clear-day,partly-cloudy-day,0.55,0.64,2.89,2.19,68.235,63.795,118,404
491,May,Spring,Monday,False,clear-day,clear-day,0.66,0.55,2.76,2.89,66.805,68.235,404,263
492,May,Spring,Tuesday,False,rain,clear-day,0.91,0.66,2.07,2.76,60.07,66.805,263,351
493,May,Spring,Wednesday,False,rain,rain,0.91,0.91,1.19,2.07,59.68,60.07,351,399
494,May,Spring,Thursday,False,fog,rain,0.74,0.91,3.46,1.19,63.115,59.68,399,382
495,May,Spring,Friday,False,partly-cloudy-day,fog,0.77,0.74,5.26,3.46,54.44,63.115,382,84
496,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.77,3.34,5.26,47.19,54.44,84,104
497,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.61,1.33,3.34,54.805,47.19,104,416
498,May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.65,0.79,1.33,55.14,54.805,416,400
499,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,2.49,0.79,58.3,55.14,400,338
500,May,Spring,Wednesday,False,rain,partly-cloudy-day,0.84,0.71,2.84,2.49,52.98,58.3,338,385
501,May,Spring,Thursday,False,partly-cloudy-day,rain,0.79,0.84,2.78,2.84,59.92,52.98,385,385
502,May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.79,3.98,2.78,60.73,59.92,385,89
503,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.74,4.29,3.98,58.4,60.73,89,90
504,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.82,1.17,4.29,57.375,58.4,90,369
505,May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.75,2.49,1.17,55.575,57.375,369,431
506,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,3.03,2.49,54.895,55.575,431,398
507,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.7,2.34,3.03,49.465,54.895,398,394
508,May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.77,0.8,2.34,59.32,49.465,394,387
509,May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.72,2.5,0.8,60.115,59.32,387,84
510,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.72,2.61,2.5,58.535,60.115,84,103
511,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.77,4.31,2.61,60.03,58.535,103,70
512,May,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.79,0.78,5.6,4.31,57.07,60.03,70,163
513,May,Spring,Tuesday,False,rain,partly-cloudy-day,0.87,0.79,6.91,5.6,53.83,57.07,163,325
514,June,Summer,Wednesday,False,partly-cloudy-day,rain,0.93,0.87,5.31,6.91,52.65,53.83,325,341
515,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.93,6.05,5.31,50.69,52.65,341,319
516,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.86,3.58,6.05,54.795,50.69,319,91
517,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.85,1.83,3.58,59.85,54.795,91,133
518,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.88,2.58,1.83,63.205,59.85,133,395
519,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.79,2.38,2.58,63.15,63.205,395,376
520,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.65,0.55,2.38,66.835,63.15,376,391
521,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.76,0.64,0.55,65.135,66.835,391,395
522,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.8,1.51,0.64,62.98,65.135,395,392
523,June,Summer,Friday,False,clear-day,partly-cloudy-day,0.67,0.76,0.79,1.51,66.45,62.98,392,101
524,June,Summer,Saturday,False,partly-cloudy-day,clear-day,0.77,0.67,0.35,0.79,64.85,66.45,101,55
525,June,Summer,Sunday,False,rain,partly-cloudy-day,0.87,0.77,1.9,0.35,62.35,64.85,55,350
526,June,Summer,Monday,False,partly-cloudy-day,rain,0.87,0.87,2.56,1.9,60.095,62.35,350,338
527,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.87,3.1,2.56,58.175,60.095,338,392
528,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.86,2.65,3.1,60.185,58.175,392,373
529,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.78,1.5,2.65,60.25,60.185,373,298
530,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,1.49,1.5,59.365,60.25,298,85
531,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.86,1.94,1.49,57.52,59.365,85,103
532,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.83,2.9,1.94,63.865,57.52,103,169
533,June,Summer,Monday,False,rain,partly-cloudy-day,0.88,0.79,3.85,2.9,64.645,63.865,169,376
534,June,Summer,Tuesday,False,partly-cloudy-day,rain,0.75,0.88,2.19,3.85,63.88,64.645,376,374
535,June,Summer,Wednesday,False,rain,partly-cloudy-day,0.84,0.75,1.9,2.19,68.455,63.88,374,314
536,June,Summer,Thursday,False,rain,rain,0.94,0.84,0.6,1.9,62.635,68.455,314,334
537,June,Summer,Friday,False,partly-cloudy-day,rain,0.78,0.94,3.42,0.6,61.935,62.635,334,92
538,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.78,1.79,3.42,60.255,61.935,92,104
539,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.79,2.79,1.79,63.225,60.255,104,369
540,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.79,2.48,2.79,61.26,63.225,369,391
541,June,Summer,Tuesday,False,rain,partly-cloudy-day,0.72,0.74,2.09,2.48,60.855,61.26,391,370
542,June,Summer,Wednesday,False,partly-cloudy-day,rain,0.85,0.72,4.59,2.09,59.3,60.855,370,391
543,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.85,3.1,4.59,63.55,59.3,391,296
544,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.81,4.73,3.1,58.495,63.55,296,73
545,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.79,4.35,4.73,58.355,58.495,73,105
546,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.72,2.18,4.35,60.08,58.355,105,380
547,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.73,2.78,2.18,64.585,60.08,380,436
548,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.78,3.02,2.78,60.015,64.585,436,425
549,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.7,1.12,3.02,64.365,60.015,425,406
550,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.62,2.34,1.12,66.175,64.365,406,355
551,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.68,3.64,2.34,65.92,66.175,355,88
552,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.74,4.16,3.64,67.95,65.92,88,106
553,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.75,5.05,4.16,66.15,67.95,106,365
554,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.79,5.19,5.05,61.85,66.15,365,372
555,July,Summer,Tuesday,True,rain,partly-cloudy-day,0.84,0.79,1.96,5.19,59.095,61.85,372,353
556,July,Summer,Wednesday,False,partly-cloudy-day,rain,0.77,0.84,2.65,1.96,58.785,59.095,353,410
557,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.77,2.44,2.65,60.375,58.785,410,351
558,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.68,2.73,2.44,65.26,60.375,351,84
559,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,3.73,2.73,72.32,65.26,84,97
560,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.76,2.79,3.73,69.735,72.32,97,384
561,July,Summer,Monday,False,clear-day,partly-cloudy-day,0.65,0.75,0.34,2.79,72.625,69.735,384,397
562,July,Summer,Tuesday,False,clear-day,clear-day,0.64,0.65,2.45,0.34,81.48,72.625,397,403
563,July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.65,0.64,2.16,2.45,72.92,81.48,403,408
564,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.65,1.36,2.16,70.055,72.92,408,312
565,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.68,0.3,1.36,66.26,70.055,312,89
566,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.74,1.44,0.3,70.015,66.26,89,116
567,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.69,2.89,1.44,66.6,70.015,116,353
568,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.75,2.99,2.89,65.035,66.6,353,399
569,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.68,2.03,2.99,66.93,65.035,399,274
570,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.7,2.8,2.03,66.345,66.93,274,350
571,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.79,1.91,2.8,66.895,66.345,350,309
572,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.74,2.86,1.91,65.695,66.895,309,112
573,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.8,1.38,2.86,63.14,65.695,112,156
574,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.73,1.72,1.38,62.26,63.14,156,313
575,August,Summer,Monday,True,rain,partly-cloudy-day,0.76,0.64,2.15,1.72,61.575,62.26,313,313
576,August,Summer,Tuesday,False,partly-cloudy-day,rain,0.92,0.76,3.37,2.15,67.795,61.575,313,356
577,August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.92,5.39,3.37,66.52,67.795,356,367
578,August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.76,4.33,5.39,62.785,66.52,367,319
579,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,2.28,4.33,65.065,62.785,319,133
580,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.71,2.25,2.28,70.54,65.065,133,130
581,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.67,4.66,2.25,68.23,70.54,130,350
582,August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.73,3.81,4.66,60.385,68.23,350,380
583,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.62,3.07,3.81,59.305,60.385,380,374
584,August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.6,2.34,3.07,62.685,59.305,374,351
585,August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.66,3.4,2.34,65.15,62.685,351,335
586,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.72,3.3,3.4,69.435,65.15,335,98
587,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,3.03,3.3,67.6,69.435,98,112
588,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.7,1.37,3.03,61.74,67.6,112,372
589,August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.61,2.19,1.37,62.86,61.74,372,389
590,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.69,2.19,2.19,64.285,62.86,389,361
591,August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.73,1.96,2.19,68.3,64.285,361,384
592,August,Summer,Thursday,False,clear-day,partly-cloudy-day,0.73,0.7,1.46,1.96,68.875,68.3,384,221
593,August,Summer,Friday,False,partly-cloudy-day,clear-day,0.88,0.73,2.57,1.46,62.46,68.875,221,63
594,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.88,5.51,2.57,64.005,62.46,63,100
595,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.79,5.2,5.51,66.39,64.005,100,347
596,August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.76,4.2,5.2,66.185,66.39,347,366
597,August,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.67,0.78,2.1,4.2,74.245,66.185,366,343
598,August,Summer,Wednesday,False,clear-day,clear-day,0.67,0.67,0.33,2.1,79.16,74.245,343,362
599,August,Summer,Thursday,False,partly-cloudy-day,clear-day,0.75,0.67,0.83,0.33,74.335,79.16,362,264
600,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.75,1.28,0.83,70.015,74.335,264,93
601,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.66,1.97,1.28,69.925,70.015,93,77
602,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.74,3.23,1.97,64.03,69.925,77,90
603,August,Summer,Monday,True,partly-cloudy-day,partly-cloudy-day,0.73,0.83,1.4,3.23,63.785,64.03,90,384
604,August,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.67,0.73,1.22,1.4,66.405,63.785,384,381
605,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.86,1.24,1.23,70.485,70.345,381,375
606,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.74,2.68,1.24,66.28,70.485,375,367
607,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.71,4.78,2.68,67.97,66.28,367,61
608,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.79,3.54,4.78,57.92,67.97,61,106
609,September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.73,0.88,1.24,3.54,61.62,57.92,106,414
610,September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.76,0.73,1.98,1.24,69.055,61.62,414,393
611,September,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.68,0.76,1.71,1.98,77.845,69.055,393,402
612,September,Autumn,Wednesday,False,clear-day,clear-day,0.71,0.68,1.23,1.71,71.21,77.845,402,386
613,September,Autumn,Thursday,False,clear-day,clear-day,0.76,0.71,0.27,1.23,73.22,71.21,386,169
614,September,Autumn,Friday,False,rain,clear-day,0.86,0.76,3.02,0.27,59.48,73.22,169,77
615,September,Autumn,Saturday,False,partly-cloudy-day,rain,0.85,0.86,4.54,3.02,59.03,59.48,77,85
616,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,1.53,4.54,61.66,59.03,85,370
617,September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,0.86,1.53,62.875,61.66,370,385
618,September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,1.01,0.86,60.735,62.875,385,407
619,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.86,1.44,1.01,63.615,60.735,407,383
620,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.79,1.82,1.44,56.855,63.615,383,385
621,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.81,1.56,1.82,59.53,56.855,385,111
622,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.7,3.69,1.56,65.925,59.53,111,101
623,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,3.27,3.69,58.215,65.925,101,371
624,September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.71,1.78,3.27,57.555,58.215,371,376
625,September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.8,2.94,1.78,60.1,57.555,376,412
626,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.86,3.88,2.94,66.83,60.1,412,398
627,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.82,4.73,3.88,58.58,66.83,398,374
628,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.79,2.56,4.73,57.115,58.58,374,60
629,October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.75,0.84,2.56,53.875,57.115,60,82
630,October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.89,2.64,0.84,51.205,53.875,82,403
631,October,Autumn,Monday,False,clear-day,partly-cloudy-day,0.77,0.81,0.71,2.64,56.45,51.205,403,423
632,October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.82,0.77,3.25,0.71,58.185,56.45,423,389
633,October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.82,4.61,3.25,54.8,58.185,389,383
634,October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.7,3.19,4.61,55.345,54.8,383,339
635,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.67,1.65,3.19,55.815,55.345,339,79
636,October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.8,1.95,1.65,53.235,55.815,79,87
637,October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.85,2.16,1.95,50.715,53.235,87,399
638,October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.8,2.19,2.16,49.235,50.715,399,399
639,October,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.82,0.82,1.15,2.19,53.435,49.235,399,357
640,October,Autumn,Wednesday,False,partly-cloudy-day,clear-day,0.83,0.82,2.55,1.15,52.71,53.435,357,324
641,October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,2.86,2.55,51.05,52.71,324,361
642,October,Autumn,Friday,False,clear-day,partly-cloudy-day,0.8,0.82,2,2.86,53.08,51.05,361,83
643,October,Autumn,Saturday,False,rain,clear-day,0.85,0.8,1.62,2,54.92,53.08,83,62
644,October,Autumn,Sunday,False,rain,rain,0.89,0.85,2.65,1.62,56.58,54.92,62,345
645,October,Autumn,Monday,False,clear-day,rain,0.86,0.89,2.63,2.65,55,56.58,345,370
646,October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.78,0.86,3.68,2.63,50.73,55,370,383
647,October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.78,3.96,3.68,51.885,50.73,383,368
648,October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.77,3.58,3.96,51.83,51.885,368,338
649,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.83,3.18,3.58,49.865,51.83,338,90
650,October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.85,1.53,3.18,49.34,49.865,90,89
651,October,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.83,0.85,2.53,1.53,51.905,49.34,89,342
652,October,Autumn,Monday,False,partly-cloudy-day,clear-day,0.8,0.83,2.47,2.53,52.34,51.905,342,365
653,October,Autumn,Tuesday,False,fog,partly-cloudy-day,0.85,0.8,0.26,2.47,53.31,52.34,365,381
654,October,Autumn,Wednesday,False,fog,fog,0.88,0.85,1.79,0.26,54.805,53.31,381,361
655,October,Autumn,Thursday,False,partly-cloudy-day,fog,0.87,0.88,2.61,1.79,55.44,54.805,361,311
656,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.87,2.25,2.61,58.5,55.44,311,56
657,October,Autumn,Saturday,False,fog,partly-cloudy-day,0.89,0.82,0.04,2.25,54.07,58.5,56,78
658,October,Autumn,Sunday,False,fog,fog,0.94,0.89,0.29,0.04,52.015,54.07,78,372
659,October,Autumn,Monday,False,fog,fog,0.89,0.94,0.42,0.29,54.815,52.015,372,391
660,November,Autumn,Tuesday,False,fog,fog,0.9,0.89,1.93,0.42,45.84,54.815,391,393
661,November,Autumn,Wednesday,False,clear-day,fog,0.8,0.9,1.64,1.93,42.26,45.84,393,412
662,November,Autumn,Thursday,False,clear-day,clear-day,0.81,0.8,1.46,1.64,48.325,42.26,412,307
663,November,Autumn,Friday,False,rain,clear-day,0.88,0.81,0.7,1.46,44.025,48.325,307,63
664,November,Autumn,Saturday,False,partly-cloudy-day,rain,0.84,0.88,3.24,0.7,38.42,44.025,63,51
665,November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.8,0.84,4.24,3.24,39.635,38.42,51,283
666,November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.81,0.8,5.02,4.24,38.635,39.635,283,386
667,November,Autumn,Tuesday,False,rain,partly-cloudy-day,0.83,0.81,0.77,5.02,40.21,38.635,386,179
668,November,Autumn,Wednesday,False,rain,rain,0.9,0.83,1.89,0.77,41.875,40.21,179,355
669,November,Autumn,Thursday,False,clear-day,rain,0.87,0.9,2.61,1.89,44.62,41.875,355,335
670,November,Autumn,Friday,False,partly-cloudy-day,clear-day,0.83,0.87,0.57,2.61,44.995,44.62,335,37
671,November,Autumn,Saturday,False,rain,partly-cloudy-day,0.9,0.83,2.12,0.57,46.34,44.995,37,54
672,November,Autumn,Sunday,False,partly-cloudy-day,rain,0.89,0.9,2.05,2.12,45.505,46.34,54,323
673,November,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.89,2.11,2.05,53.855,45.505,323,351
674,November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.92,2.89,2.11,57.13,53.855,351,382
675,November,Autumn,Wednesday,False,clear-day,partly-cloudy-day,0.87,0.92,4.52,2.89,49.205,57.13,382,374
676,November,Autumn,Thursday,False,partly-cloudy-day,clear-day,0.82,0.87,4.74,4.52,45.18,49.205,374,325
677,November,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.82,3.38,4.74,38.62,45.18,325,53
678,November,Autumn,Saturday,False,rain,partly-cloudy-day,0.86,0.81,1.83,3.38,42.73,38.62,53,39
679,November,Autumn,Sunday,False,rain,rain,0.91,0.86,0.94,1.83,43.69,42.73,39,302
680,November,Autumn,Monday,False,rain,rain,0.92,0.91,3.12,0.94,49.785,43.69,302,365
681,November,Autumn,Tuesday,False,partly-cloudy-day,rain,0.83,0.92,5.52,3.12,46.83,49.785,365,367
682,November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.83,2.68,5.52,47.695,46.83,367,390
683,November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.9,6.73,2.68,44.995,47.695,390,340
684,November,Autumn,Friday,False,clear-day,partly-cloudy-day,0.77,0.83,5.32,6.73,44.01,44.995,340,77
685,November,Autumn,Saturday,False,clear-day,clear-day,0.91,0.77,1.61,5.32,43.8,44.01,77,60
686,November,Autumn,Sunday,False,fog,clear-day,0.85,0.91,2.66,1.61,43.18,43.8,60,327
687,November,Autumn,Monday,False,clear-day,fog,0.7,0.85,3.01,2.66,36.585,43.18,327,372
688,November,Autumn,Tuesday,False,clear-day,clear-day,0.8,0.7,0.78,3.01,34.5,36.585,372,380
689,November,Autumn,Wednesday,True,clear-day,clear-day,0.81,0.8,0.46,0.78,36.375,34.5,380,366
690,December,Winter,Thursday,False,clear-day,clear-day,0.82,0.81,0.88,0.46,41.23,36.375,366,312
691,December,Winter,Friday,False,partly-cloudy-day,clear-day,0.89,0.82,0.38,0.88,43.615,41.23,312,66
692,December,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.89,2.29,0.38,39.675,43.615,66,61
693,December,Winter,Sunday,False,clear-day,partly-cloudy-day,0.78,0.8,2.56,2.29,36.085,39.675,61,357
694,December,Winter,Monday,False,fog,clear-day,0.89,0.78,0.95,2.56,40.615,36.085,357,365
695,December,Winter,Tuesday,False,fog,fog,0.95,0.89,2.17,0.95,48.98,40.615,365,376
696,December,Winter,Wednesday,False,partly-cloudy-day,fog,0.88,0.95,6.56,2.17,53.215,48.98,376,388
697,December,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.88,3.83,6.56,54.54,53.215,388,344
698,December,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.88,3.83,3.83,54.29,54.54,344,34
699,December,Winter,Saturday,False,rain,partly-cloudy-day,0.93,0.9,3.15,3.83,47.525,54.29,34,60
700,December,Winter,Sunday,False,fog,rain,0.92,0.93,2.03,3.15,42.91,47.525,60,367
701,December,Winter,Monday,False,fog,fog,0.96,0.92,1.78,2.03,48.41,42.91,367,357
702,December,Winter,Tuesday,False,partly-cloudy-day,fog,0.95,0.96,2.13,1.78,50.41,48.41,357,382
