Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.7,3.19,4.61,55.345,54.8,383,339
October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.67,1.65,3.19,55.815,55.345,339,79
October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.8,1.95,1.65,53.235,55.815,79,87
October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.85,2.16,1.95,50.715,53.235,87,399
October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.8,2.19,2.16,49.235,50.715,399,399
October,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.82,0.82,1.15,2.19,53.435,49.235,399,357
October,Autumn,Wednesday,False,partly-cloudy-day,clear-day,0.83,0.82,2.55,1.15,52.71,53.435,357,324
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,2.86,2.55,51.05,52.71,324,361
October,Autumn,Friday,False,clear-day,partly-cloudy-day,0.8,0.82,2.0,2.86,53.08,51.05,361,83
October,Autumn,Saturday,False,rain,clear-day,0.85,0.8,1.62,2.0,54.92,53.08,83,62
October,Autumn,Sunday,False,rain,rain,0.89,0.85,2.65,1.62,56.58,54.92,62,345
October,Autumn,Monday,False,clear-day,rain,0.86,0.89,2.63,2.65,55.0,56.58,345,370
October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.78,0.86,3.68,2.63,50.73,55.0,370,383
October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.78,3.96,3.68,51.885,50.73,383,368
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.77,3.58,3.96,51.83,51.885,368,338
October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.83,3.18,3.58,49.865,51.83,338,90
October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.85,1.53,3.18,49.34,49.865,90,89
October,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.83,0.85,2.53,1.53,51.905,49.34,89,342
October,Autumn,Monday,False,partly-cloudy-day,clear-day,0.8,0.83,2.47,2.53,52.34,51.905,342,365
October,Autumn,Tuesday,False,fog,partly-cloudy-day,0.85,0.8,0.26,2.47,53.31,52.34,365,381
October,Autumn,Wednesday,False,fog,fog,0.88,0.85,1.79,0.26,54.805,53.31,381,361
October,Autumn,Thursday,False,partly-cloudy-day,fog,0.87,0.88,2.61,1.79,55.44,54.805,361,311
October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.87,2.25,2.61,58.5,55.44,311,56
October,Autumn,Saturday,False,fog,partly-cloudy-day,0.89,0.82,0.04,2.25,54.06999999999999,58.5,56,78
October,Autumn,Sunday,False,fog,fog,0.94,0.89,0.29,0.04,52.015,54.06999999999999,78,372
October,Autumn,Monday,False,fog,fog,0.89,0.94,0.42,0.29,54.815,52.015,372,391
November,Autumn,Tuesday,False,fog,fog,0.9,0.89,1.93,0.42,45.84,54.815,391,393
November,Autumn,Wednesday,False,clear-day,fog,0.8,0.9,1.64,1.93,42.26,45.84,393,412
November,Autumn,Thursday,False,clear-day,clear-day,0.81,0.8,1.46,1.64,48.325,42.26,412,307
November,Autumn,Friday,False,rain,clear-day,0.88,0.81,0.7,1.46,44.025,48.325,307,63
November,Autumn,Saturday,False,partly-cloudy-day,rain,0.84,0.88,3.24,0.7,38.42,44.025,63,51
November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.8,0.84,4.24,3.24,39.635,38.42,51,283
November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.81,0.8,5.02,4.24,38.635,39.635,283,386
November,Autumn,Tuesday,False,rain,partly-cloudy-day,0.83,0.81,0.77,5.02,40.21,38.635,386,179
November,Autumn,Wednesday,False,rain,rain,0.9,0.83,1.89,0.77,41.875,40.21,179,355
November,Autumn,Thursday,False,clear-day,rain,0.87,0.9,2.61,1.89,44.62,41.875,355,335
November,Autumn,Friday,False,partly-cloudy-day,clear-day,0.83,0.87,0.57,2.61,44.99500000000001,44.62,335,37
November,Autumn,Saturday,False,rain,partly-cloudy-day,0.9,0.83,2.12,0.57,46.34,44.99500000000001,37,54
November,Autumn,Sunday,False,partly-cloudy-day,rain,0.89,0.9,2.05,2.12,45.505,46.34,54,323
November,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.89,2.11,2.05,53.855,45.505,323,351
November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.92,2.89,2.11,57.13,53.855,351,382
November,Autumn,Wednesday,False,clear-day,partly-cloudy-day,0.87,0.92,4.52,2.89,49.205,57.13,382,374
November,Autumn,Thursday,False,partly-cloudy-day,clear-day,0.82,0.87,4.74,4.52,45.18,49.205,374,325
November,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.82,3.38,4.74,38.62000000000001,45.18,325,53
November,Autumn,Saturday,False,rain,partly-cloudy-day,0.86,0.81,1.83,3.38,42.73,38.62000000000001,53,39
November,Autumn,Sunday,False,rain,rain,0.91,0.86,0.94,1.83,43.69,42.73,39,302
November,Autumn,Monday,False,rain,rain,0.92,0.91,3.12,0.94,49.785,43.69,302,365
November,Autumn,Tuesday,False,partly-cloudy-day,rain,0.83,0.92,5.52,3.12,46.83,49.785,365,367
November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.83,2.68,5.52,47.695,46.83,367,390
November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.9,6.73,2.68,44.995,47.695,390,340
November,Autumn,Friday,False,clear-day,partly-cloudy-day,0.77,0.83,5.32,6.73,44.01,44.995,340,77
November,Autumn,Saturday,False,clear-day,clear-day,0.91,0.77,1.61,5.32,43.8,44.01,77,60
November,Autumn,Sunday,False,fog,clear-day,0.85,0.91,2.66,1.61,43.18,43.8,60,327
November,Autumn,Monday,False,clear-day,fog,0.7,0.85,3.01,2.66,36.585,43.18,327,372
November,Autumn,Tuesday,False,clear-day,clear-day,0.8,0.7,0.78,3.01,34.5,36.585,372,380
November,Autumn,Wednesday,True,clear-day,clear-day,0.81,0.8,0.46,0.78,36.375,34.5,380,366
December,Winter,Thursday,False,clear-day,clear-day,0.82,0.81,0.88,0.46,41.23,36.375,366,312
December,Winter,Friday,False,partly-cloudy-day,clear-day,0.89,0.82,0.38,0.88,43.615,41.23,312,66
December,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.89,2.29,0.38,39.675,43.615,66,61
December,Winter,Sunday,False,clear-day,partly-cloudy-day,0.78,0.8,2.56,2.29,36.085,39.675,61,357
December,Winter,Monday,False,fog,clear-day,0.89,0.78,0.95,2.56,40.615,36.085,357,365
December,Winter,Tuesday,False,fog,fog,0.95,0.89,2.17,0.95,48.98,40.615,365,376
December,Winter,Wednesday,False,partly-cloudy-day,fog,0.88,0.95,6.56,2.17,53.215,48.98,376,388
December,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.88,3.83,6.56,54.540000000000006,53.215,388,344
December,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.88,3.83,3.83,54.29,54.540000000000006,344,34
December,Winter,Saturday,False,rain,partly-cloudy-day,0.93,0.9,3.15,3.83,47.525,54.29,34,60
December,Winter,Sunday,False,fog,rain,0.92,0.93,2.03,3.15,42.91,47.525,60,367
December,Winter,Monday,False,fog,fog,0.96,0.92,1.78,2.03,48.41,42.91,367,357
December,Winter,Tuesday,False,partly-cloudy-day,fog,0.95,0.96,2.13,1.78,50.41,48.41,357,382
December,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.87,0.95,2.23,2.13,49.61,50.41,382,371
December,Winter,Thursday,False,partly-cloudy-day,clear-day,0.91,0.87,2.44,2.23,49.03,49.61,371,316
December,Winter,Friday,False,fog,partly-cloudy-day,0.9,0.91,0.63,2.44,44.875,49.03,316,44
December,Winter,Saturday,False,fog,fog,0.97,0.9,0.44,0.63,44.505,44.875,44,57
December,Winter,Sunday,False,fog,fog,0.95,0.97,0.39,0.44,43.59,44.505,57,321
December,Winter,Monday,False,fog,fog,0.93,0.95,0.38,0.39,41.77500000000001,43.59,321,340
December,Winter,Tuesday,False,partly-cloudy-day,fog,0.86,0.93,1.29,0.38,40.67,41.77500000000001,340,267
December,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.86,3.59,1.29,44.925,40.67,267,243
December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.87,0.9,1.38,3.59,44.765,44.925,243,127
December,Winter,Friday,False,partly-cloudy-day,clear-day,0.9,0.87,4.49,1.38,45.475,44.765,127,17
December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.82,0.9,4.96,4.49,46.735,45.475,17,80
December,Winter,Sunday,True,partly-cloudy-day,clear-day,0.85,0.82,5.9,4.96,48.68,46.735,80,38
December,Winter,Monday,True,clear-day,partly-cloudy-day,0.79,0.85,3.46,5.9,37.99500000000001,48.68,38,49
December,Winter,Tuesday,True,clear-day,clear-day,0.87,0.79,0.35,3.46,37.085,37.99500000000001,49,73
December,Winter,Wednesday,False,fog,clear-day,0.93,0.87,0.59,0.35,35.505,37.085,73,77
December,Winter,Thursday,False,fog,fog,0.9,0.93,0.42,0.59,38.935,35.505,77,68
December,Winter,Friday,False,fog,fog,0.95,0.9,0.66,0.42,37.34,38.935,68,22
December,Winter,Saturday,False,fog,fog,0.95,0.95,1.71,0.66,44.06,37.34,22,20
January,Winter,Sunday,True,rain,fog,0.93,0.95,0.44,1.71,41.13500000000001,44.06,20,34
January,Winter,Monday,True,partly-cloudy-day,rain,0.89,0.93,2.37,0.44,34.925,41.13500000000001,34,221
January,Winter,Tuesday,True,clear-day,partly-cloudy-day,0.88,0.89,2.96,2.37,36.33,34.925,221,326
January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.88,3.12,2.96,35.85,36.33,326,335
January,Winter,Thursday,False,clear-day,partly-cloudy-day,0.85,0.8,0.45,3.12,35.085,35.85,335,288
January,Winter,Friday,False,fog,clear-day,0.91,0.85,1.62,0.45,40.625,35.085,288,59
January,Winter,Saturday,False,fog,fog,0.95,0.91,1.12,1.62,48.31,40.625,59,43
January,Winter,Sunday,False,partly-cloudy-day,fog,0.94,0.95,0.24,1.12,47.735,48.31,43,575
January,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.94,3.58,0.24,41.915,47.735,575,372
January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.92,2.84,3.58,44.925,41.915,372,359
January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.87,4.49,2.84,45.355,44.925,359,328
January,Winter,Thursday,False,rain,partly-cloudy-day,0.84,0.76,2.69,4.49,36.43,45.355,328,253
January,Winter,Friday,False,partly-cloudy-day,rain,0.8,0.84,6.13,2.69,33.485,36.43,253,23
January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.8,2.96,6.13,36.875,33.485,23,29
January,Winter,Sunday,False,rain,partly-cloudy-day,0.94,0.86,1.76,2.96,43.145,36.875,29,252
January,Winter,Monday,False,fog,rain,0.92,0.94,0.62,1.76,37.205,43.145,252,393
January,Winter,Tuesday,False,clear-day,fog,0.85,0.92,0.62,0.62,33.39,37.205,393,354
January,Winter,Wednesday,False,clear-day,clear-day,0.82,0.85,0.22,0.62,34.1,33.39,354,358
January,Winter,Thursday,False,clear-day,clear-day,0.83,0.82,1.14,0.22,35.0,34.1,358,297
January,Winter,Friday,False,clear-day,clear-day,0.79,0.83,1.7,1.14,34.605000000000004,35.0,297,38
January,Winter,Saturday,False,clear-day,clear-day,0.79,0.79,1.18,1.7,30.94,34.605000000000004,38,58
January,Winter,Sunday,False,fog,clear-day,0.88,0.79,0.2,1.18,34.64,30.94,58,359
January,Winter,Monday,False,fog,fog,0.93,0.88,0.32,0.2,36.02,34.64,359,361
January,Winter,Tuesday,False,fog,fog,0.88,0.93,0.54,0.32,39.9,36.02,361,363
January,Winter,Wednesday,False,fog,fog,0.95,0.88,1.07,0.54,32.55,39.9,363,353
January,Winter,Thursday,False,fog,fog,0.88,0.95,2.93,1.07,29.585,32.55,353,295
January,Winter,Friday,False,fog,fog,0.88,0.88,2.66,2.93,40.535,29.585,295,70
January,Winter,Saturday,False,partly-cloudy-day,fog,0.83,0.88,3.02,2.66,42.175,40.535,70,39
January,Winter,Sunday,False,rain,partly-cloudy-day,0.91,0.83,3.16,3.02,44.675,42.175,39,360
January,Winter,Monday,False,partly-cloudy-day,rain,0.93,0.91,0.97,3.16,42.265,44.675,360,300
January,Winter,Tuesday,False,rain,partly-cloudy-day,0.94,0.93,3.63,0.97,45.795,42.265,300,315
February,Winter,Wednesday,False,fog,rain,0.94,0.94,4.01,3.63,48.605,45.795,315,357
February,Winter,Thursday,False,partly-cloudy-day,fog,0.89,0.94,6.48,4.01,47.695,48.605,357,304
February,Winter,Friday,False,rain,partly-cloudy-day,0.84,0.89,4.92,6.48,43.91,47.695,304,56
February,Winter,Saturday,False,partly-cloudy-day,rain,0.88,0.84,0.73,4.92,43.025,43.91,56,46
February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.88,1.86,0.73,36.705,43.025,46,367
February,Winter,Monday,False,rain,partly-cloudy-day,0.88,0.92,1.4,1.86,41.76,36.705,367,378
February,Winter,Tuesday,False,partly-cloudy-day,rain,0.87,0.88,0.32,1.4,44.38500000000001,41.76,378,369
February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.87,2.02,0.32,36.515,44.38500000000001,369,321
February,Winter,Thursday,False,fog,partly-cloudy-day,0.87,0.88,3.36,2.02,32.215,36.515,321,244
February,Winter,Friday,False,fog,fog,0.91,0.87,3.4,3.36,31.99,32.215,244,45
February,Winter,Saturday,False,partly-cloudy-day,fog,0.91,0.91,3.71,3.4,32.225,31.99,45,38
February,Winter,Sunday,False,fog,partly-cloudy-day,0.91,0.91,4.19,3.71,35.71,32.225,38,309
February,Winter,Monday,False,clear-day,fog,0.84,0.91,5.79,4.19,40.255,35.71,309,328
February,Winter,Tuesday,False,clear-day,clear-day,0.82,0.84,3.23,5.79,48.96,40.255,328,335
February,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.91,0.82,2.19,3.23,47.805,48.96,335,309
February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.91,2.85,2.19,48.485,47.805,309,289
February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.85,1.32,2.85,48.1,48.485,289,63
February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.84,2.27,1.32,46.755,48.1,63,67
February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.86,2.57,2.27,51.39,46.755,67,362
February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.85,4.07,2.57,56.38,51.39,362,366
February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.86,4.84,4.07,53.845,56.38,366,383
February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.87,6.68,4.84,53.035,53.845,383,306
February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.85,8.66,6.68,43.655,53.035,306,275
February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.75,3.11,8.66,43.38,43.655,275,37
February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.7,5.81,3.11,47.575,43.38,37,55
February,Winter,Sunday,False,rain,partly-cloudy-day,0.86,0.84,6.69,5.81,48.295,47.575,55,315
February,Winter,Monday,False,rain,rain,0.88,0.86,5.19,6.69,39.275,48.295,315,358
February,Winter,Tuesday,False,partly-cloudy-day,rain,0.83,0.88,4.57,5.19,40.665000000000006,39.275,358,339
March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,4.1,4.57,41.795,40.665000000000006,339,351
March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.82,6.61,4.1,46.535,41.795,351,227
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.65,3.49,6.61,48.1,46.535,227,92
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.87,3.67,3.49,46.225,48.1,92,32
March,Spring,Sunday,False,rain,partly-cloudy-day,0.82,0.81,4.5,3.67,41.98,46.225,32,358
March,Spring,Monday,False,clear-day,rain,0.77,0.82,3.43,4.5,44.225,41.98,358,361
March,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.76,0.77,2.41,3.43,46.865,44.225,361,312
March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.76,3.3,2.41,52.290000000000006,46.865,312,343
March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.88,2.9,3.3,52.445,52.290000000000006,343,317
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.72,2.31,2.9,51.52,52.445,317,81
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,1.49,2.31,54.925,51.52,81,56
March,Spring,Sunday,False,clear-day,partly-cloudy-day,0.85,0.83,0.87,1.49,48.415000000000006,54.925,56,406
March,Spring,Monday,False,clear-day,clear-day,0.72,0.85,2.2,0.87,52.345,48.415000000000006,406,379
March,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.84,0.72,3.12,2.2,52.32,52.345,379,328
March,Spring,Wednesday,False,rain,partly-cloudy-day,0.82,0.68,4.21,5.04,44.975,45.77,328,359
March,Spring,Thursday,False,partly-cloudy-day,rain,0.81,0.82,5.48,4.21,46.445,44.975,359,315
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.81,5.27,5.48,46.065,46.445,315,71
March,Spring,Saturday,False,clear-day,partly-cloudy-day,0.58,0.81,5.47,5.27,48.48,46.065,71,76
March,Spring,Sunday,False,partly-cloudy-day,clear-day,0.7,0.58,5.02,5.47,50.74500000000001,48.48,76,381
March,Spring,Monday,False,fog,partly-cloudy-day,0.8,0.7,2.75,5.02,50.41,50.74500000000001,381,367
March,Spring,Tuesday,False,fog,fog,0.8,0.8,2.44,2.75,57.225,50.41,367,358
March,Spring,Wednesday,False,partly-cloudy-day,fog,0.84,0.8,4.84,2.44,55.865,57.225,358,356
March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.84,3.72,4.84,61.44,55.865,356,315
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.65,3.42,3.72,54.355,61.44,315,65
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.7,3.05,3.42,51.475,54.355,65,87
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.75,1.37,3.05,51.295,51.475,87,374
April,Spring,Monday,False,fog,partly-cloudy-day,0.76,0.75,2.17,1.37,54.695,51.295,374,374
April,Spring,Tuesday,False,partly-cloudy-day,fog,0.83,0.76,1.58,2.17,49.94,54.695,374,365
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.83,3.4,1.58,49.24500000000001,49.94,365,392
April,Spring,Thursday,False,clear-day,partly-cloudy-day,0.68,0.7,1.1,3.4,51.77,49.24500000000001,392,316
April,Spring,Friday,False,clear-day,clear-day,0.71,0.68,1.06,1.1,51.7,51.77,316,91
April,Spring,Saturday,False,fog,clear-day,0.7,0.71,1.24,1.06,57.305,51.7,91,110
April,Spring,Sunday,False,clear-day,fog,0.63,0.7,2.5,1.24,61.43,57.305,110,365
April,Spring,Monday,False,partly-cloudy-day,clear-day,0.63,0.63,3.78,2.5,49.05,61.43,365,381
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.63,2.56,3.78,51.655,49.05,381,340
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.65,3.86,2.56,52.455,51.655,340,288
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.7,2.9,3.86,51.24,52.455,288,51
April,Spring,Friday,True,partly-cloudy-day,partly-cloudy-day,0.66,0.63,2.93,2.9,53.895,51.24,51,58
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,3.71,2.93,50.285,53.895,58,63
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.64,3.09,3.71,51.62,50.285,63,61
April,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.72,0.66,2.64,3.09,46.40000000000001,51.62,61,370
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.72,3.55,2.64,44.80500000000001,46.40000000000001,370,378
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.63,1.26,3.55,48.805,44.80500000000001,378,380
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.61,1.89,1.26,52.74,48.805,380,325
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.67,2.17,1.89,53.785,52.74,325,66
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.73,1.64,2.17,52.22,53.785,66,71
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.7,1.54,1.64,51.81,52.22,71,379
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.67,2.53,1.54,45.455,51.81,379,374
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.57,0.75,4.0,2.53,42.395,45.455,374,366
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.57,4.09,4.0,38.56,42.395,366,363
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,2.62,4.09,47.925,38.56,363,299
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.76,1.29,2.62,48.285,47.925,299,64
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.74,1.9,1.29,53.47,48.285,64,57
April,Spring,Sunday,False,clear-day,partly-cloudy-day,0.59,0.66,4.75,1.9,54.345,53.47,57,57
May,Spring,Monday,True,partly-cloudy-day,clear-day,0.83,0.59,2.62,4.75,48.115,54.345,57,401
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.83,2.39,2.62,52.52500000000001,48.115,401,364
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.76,5.03,2.39,49.195,52.52500000000001,364,351
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.85,5.19,5.03,50.44,49.195,351,339
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.81,5.78,5.19,53.025,50.44,339,81
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.71,4.67,5.78,53.0,53.025,81,78
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.76,3.48,4.67,52.89,53.0,78,374
May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,5.1,3.48,48.125,52.89,374,366
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.73,2.51,5.1,47.44,48.125,366,423
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.68,2.18,2.51,53.31,47.44,423,399
May,Spring,Thursday,False,fog,partly-cloudy-day,0.72,0.68,2.69,2.18,61.32,53.31,399,338
May,Spring,Friday,False,fog,fog,0.83,0.72,3.26,2.69,58.805,61.32,338,81
May,Spring,Saturday,False,partly-cloudy-day,fog,0.73,0.83,3.98,3.26,58.475,58.805,81,79
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,3.33,3.98,58.045,58.475,79,310
May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.69,3.79,3.33,62.42,58.045,310,404
May,Spring,Tuesday,False,rain,partly-cloudy-day,0.76,0.83,4.04,3.79,67.17,62.42,404,293
May,Spring,Wednesday,False,rain,rain,0.93,0.76,0.33,4.04,57.615,67.17,293,344
May,Spring,Thursday,False,rain,rain,0.84,0.93,1.27,0.33,55.74,57.615,344,270
May,Spring,Friday,False,partly-cloudy-day,rain,0.84,0.84,1.82,1.27,51.235,55.74,270,82
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.84,3.52,1.82,53.675,51.235,82,84
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.77,2.31,3.52,59.365,53.675,84,404
May,Spring,Monday,False,clear-day,partly-cloudy-day,0.64,0.71,2.37,2.31,64.37,59.365,404,421
May,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.75,0.64,2.54,2.37,62.02500000000001,64.37,421,406
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.75,0.64,2.54,66.23,62.02500000000001,406,421
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.7,1.9,0.64,66.125,66.23,421,346
May,Spring,Friday,False,clear-day,partly-cloudy-day,0.65,0.69,3.44,1.9,69.38,66.125,346,71
May,Spring,Saturday,False,partly-cloudy-day,clear-day,0.73,0.65,3.22,3.44,63.085,69.38,71,77
May,Spring,Sunday,False,rain,partly-cloudy-day,0.77,0.73,0.2,3.22,65.855,63.085,77,73
May,Spring,Monday,True,partly-cloudy-day,rain,0.86,0.77,0.77,0.2,64.845,65.855,73,380
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.86,3.84,0.77,61.19500000000001,64.845,380,387
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.77,0.7,3.84,62.175,61.19500000000001,387,376
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.76,1.78,0.7,65.625,62.175,376,296
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.68,0.17,1.78,67.61,65.625,296,93
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.75,3.18,0.17,59.875,67.61,93,84
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.68,3.92,3.18,59.62,59.875,84,389
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.68,5.54,3.92,57.255,59.62,389,152
June,Summer,Tuesday,False,rain,partly-cloudy-day,0.81,0.79,6.71,5.54,56.165,57.255,152,390
June,Summer,Wednesday,False,partly-cloudy-day,rain,0.68,0.81,6.71,6.71,61.475,56.165,390,369
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.68,6.09,6.71,59.185,61.475,369,321
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,4.0,6.09,62.095,59.185,321,94
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.77,5.09,4.0,67.505,62.095,94,94
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.71,5.33,5.09,63.38500000000001,67.505,94,388
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.71,4.81,5.33,58.415,63.38500000000001,388,406
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.69,0.78,4.81,64.19999999999999,58.415,406,438
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.69,2.36,0.78,67.485,64.19999999999999,438,458
