Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
February,Winter,Saturday,False,rain,partly-cloudy-day,0.84,0.86,8.34,5.38,45.425,48.96,52,51
February,Winter,Sunday,False,rain,rain,0.81,0.84,6.35,8.34,42.765,45.425,51,279
February,Winter,Monday,False,partly-cloudy-day,rain,0.75,0.81,9.4,6.35,41.07,42.765,279,305
February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.77,0.75,3.64,9.4,38.95,41.07,305,317
February,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.77,3.36,3.64,38.11,38.95,317,318
February,Winter,Thursday,False,clear-day,partly-cloudy-day,0.8,0.8,0.77,3.36,40.99,38.11,318,307
February,Winter,Friday,False,partly-cloudy-day,clear-day,0.87,0.8,2.16,0.77,37.25,40.99,307,52
February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.87,3.28,2.16,35.515,37.25,52,52
February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.9,4.21,3.28,34.35,35.515,52,314
February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.8,4.09,4.21,33.835,34.35,314,305
February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.81,0.79,1.52,4.09,39.91,33.835,305,287
February,Winter,Wednesday,False,rain,clear-day,0.8,0.81,2.91,1.52,38.765,39.91,287,295
February,Winter,Thursday,False,partly-cloudy-day,rain,0.81,0.8,1.99,2.91,37.355,38.765,295,245
February,Winter,Friday,False,clear-day,partly-cloudy-day,0.84,0.81,3.48,1.99,44.305,37.355,245,49
February,Winter,Saturday,False,partly-cloudy-day,clear-day,0.86,0.84,6.63,3.48,52.765,44.305,49,50
February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.86,7.01,6.63,51.92,52.765,50,310
February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.85,2.77,7.01,43.16,51.92,310,353
February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.8,1.58,2.77,37.775,43.16,353,347
February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.75,0.51,1.58,37.175,37.775,347,334
February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.75,1.11,0.51,36.71,37.175,334,286
February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.76,1.99,1.11,39.52,36.71,286,52
February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.72,4.09,1.99,36.015,39.52,52,52
February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.67,4.79,4.09,37.215,36.015,52,330
February,Winter,Monday,False,clear-day,partly-cloudy-day,0.72,0.69,0.7,4.79,42.04,37.215,330,305
March,Spring,Tuesday,False,rain,clear-day,0.86,0.72,5.36,0.7,44.71,42.04,305,302
March,Spring,Wednesday,False,clear-day,rain,0.78,0.86,6.26,5.36,36.355,44.71,302,350
March,Spring,Thursday,False,rain,clear-day,0.73,0.78,3.16,6.26,40.82,36.355,350,303
March,Spring,Friday,False,clear-day,rain,0.75,0.73,2.79,3.16,38.24,40.82,303,54
March,Spring,Saturday,False,partly-cloudy-day,clear-day,0.85,0.75,2.93,2.79,34.925,38.24,54,63
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.85,2.64,2.93,37.13,34.925,63,372
March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.79,3.42,2.64,35.47,37.13,372,374
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.71,2.46,3.42,43.45,35.47,374,267
March,Spring,Wednesday,False,rain,partly-cloudy-day,0.89,0.78,2.58,2.46,43.61,43.45,267,336
March,Spring,Thursday,False,fog,rain,0.87,0.89,1.55,2.58,40.055,43.61,336,310
March,Spring,Friday,False,fog,fog,0.83,0.87,0.63,1.55,43.665,40.055,310,81
March,Spring,Saturday,False,fog,fog,0.83,0.83,0.15,0.63,44.53,43.665,81,72
March,Spring,Sunday,False,fog,fog,0.82,0.83,2.7,0.15,42.61,44.53,72,380
March,Spring,Monday,False,partly-cloudy-day,fog,0.71,0.82,4.95,2.7,43.395,42.61,380,365
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.71,3.06,4.95,43.405,43.395,365,359
March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.87,4.98,3.06,39.86,43.405,359,369
March,Spring,Thursday,True,clear-day,partly-cloudy-day,0.74,0.77,2.47,4.98,44.31,39.86,369,273
March,Spring,Friday,False,partly-cloudy-day,clear-day,0.85,0.74,2.87,2.47,42.125,44.31,273,80
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.85,3.96,2.87,42.555,42.125,80,80
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.77,2.83,3.96,47.075,42.555,80,379
March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.76,1.72,2.83,43.46,47.075,379,362
March,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.71,0.74,0.54,1.72,49.27,43.46,362,363
March,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.72,0.71,0.52,0.54,46.05,49.27,363,342
March,Spring,Thursday,False,rain,partly-cloudy-day,0.81,0.72,3.27,0.52,48.265,46.05,342,72
March,Spring,Friday,True,clear-day,rain,0.72,0.81,1.8,3.27,50.855,48.265,72,53
March,Spring,Saturday,False,rain,clear-day,0.86,0.72,6.4,1.8,48.035,50.855,53,36
March,Spring,Sunday,False,rain,rain,0.82,0.86,5.97,6.4,42.955,48.035,36,55
March,Spring,Monday,True,rain,rain,0.77,0.82,7.56,5.97,46.035,42.955,55,296
March,Spring,Tuesday,False,rain,rain,0.76,0.77,4.79,7.56,46.595,46.035,296,343
March,Spring,Wednesday,False,partly-cloudy-day,rain,0.75,0.76,2.68,4.79,47.25,46.595,343,361
March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.75,1.79,2.68,43.44,47.25,361,300
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.71,2.78,1.79,50.315,43.44,300,74
April,Spring,Saturday,False,fog,partly-cloudy-day,0.67,0.73,2.96,2.78,52.035,50.315,74,89
April,Spring,Sunday,False,rain,fog,0.8,0.67,2.25,2.96,54.055,52.035,89,339
April,Spring,Monday,False,partly-cloudy-day,rain,0.83,0.8,3.26,2.25,50.02500000000001,54.055,339,337
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.83,2.16,3.26,50.05,50.02500000000001,337,324
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.73,5.21,2.16,46.15,50.05,324,312
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.72,3.92,5.21,44.98,46.15,312,298
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.79,1.57,3.92,49.43,44.98,298,74
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.79,2.9,1.57,43.5,49.43,74,68
April,Spring,Sunday,False,clear-day,partly-cloudy-day,0.71,0.78,3.8,2.9,49.94,43.5,68,368
April,Spring,Monday,False,partly-cloudy-day,clear-day,0.82,0.71,1.65,3.8,52.02,49.94,368,352
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.82,1.7,1.65,50.37000000000001,52.02,352,376
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.72,0.57,1.7,53.755,50.37000000000001,376,377
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.68,1.47,0.57,54.99,53.755,377,196
April,Spring,Friday,False,rain,partly-cloudy-day,0.9,0.7,0.45,1.47,47.26,54.99,196,66
April,Spring,Saturday,False,partly-cloudy-day,rain,0.8,0.9,2.94,0.45,39.545,47.26,66,92
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.8,1.47,2.94,45.195,39.545,92,344
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.68,2.8,1.47,50.54,45.195,344,404
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.68,1.12,2.8,48.935,50.54,404,424
April,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.71,0.64,3.74,1.12,49.685,48.935,424,440
April,Spring,Thursday,False,partly-cloudy-day,clear-day,0.7,0.71,4.26,3.74,52.13500000000001,49.685,440,312
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.7,4.52,4.26,44.71,52.13500000000001,312,72
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.78,3.2,4.52,43.565,44.71,72,52
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.71,2.47,3.2,45.22,43.565,52,344
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.69,2.35,2.47,42.94,45.22,344,377
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.79,4.18,2.35,39.78,42.94,377,374
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.69,2.54,4.18,42.495,39.78,374,401
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.67,3.41,2.54,45.86,42.495,401,319
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.69,4.67,3.41,42.95,45.86,319,90
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,1.91,4.67,44.56,42.95,90,66
May,Spring,Sunday,False,clear-day,partly-cloudy-day,0.66,0.64,2.55,1.91,55.895,44.56,66,67
May,Spring,Monday,True,partly-cloudy-day,clear-day,0.81,0.66,4.58,2.55,51.13,55.895,67,380
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.81,2.27,4.58,48.955,51.13,380,437
May,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.58,0.64,1.86,2.27,53.62,48.955,437,410
May,Spring,Thursday,False,clear-day,clear-day,0.53,0.58,2.21,1.86,56.19499999999999,53.62,410,368
May,Spring,Friday,False,clear-day,clear-day,0.6,0.53,1.84,2.21,62.785,56.19499999999999,368,111
May,Spring,Saturday,False,partly-cloudy-day,clear-day,0.64,0.6,2.19,1.84,63.795,62.785,111,118
May,Spring,Sunday,False,clear-day,partly-cloudy-day,0.55,0.64,2.89,2.19,68.235,63.795,118,404
May,Spring,Monday,False,clear-day,clear-day,0.66,0.55,2.76,2.89,66.805,68.235,404,263
May,Spring,Tuesday,False,rain,clear-day,0.91,0.66,2.07,2.76,60.07,66.805,263,351
May,Spring,Wednesday,False,rain,rain,0.91,0.91,1.19,2.07,59.68,60.07,351,399
May,Spring,Thursday,False,fog,rain,0.74,0.91,3.46,1.19,63.115,59.68,399,382
May,Spring,Friday,False,partly-cloudy-day,fog,0.77,0.74,5.26,3.46,54.44,63.115,382,84
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.77,3.34,5.26,47.19,54.44,84,104
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.61,1.33,3.34,54.805,47.19,104,416
May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.65,0.79,1.33,55.14,54.805,416,400
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,2.49,0.79,58.3,55.14,400,338
May,Spring,Wednesday,False,rain,partly-cloudy-day,0.84,0.71,2.84,2.49,52.98,58.3,338,385
May,Spring,Thursday,False,partly-cloudy-day,rain,0.79,0.84,2.78,2.84,59.92,52.98,385,385
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.79,3.98,2.78,60.73,59.92,385,89
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.74,4.29,3.98,58.4,60.73,89,90
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.82,1.17,4.29,57.375,58.4,90,369
May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.75,2.49,1.17,55.575,57.375,369,431
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,3.03,2.49,54.895,55.575,431,398
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.7,2.34,3.03,49.465,54.895,398,394
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.77,0.8,2.34,59.32000000000001,49.465,394,387
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.72,2.5,0.8,60.115,59.32000000000001,387,84
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.72,2.61,2.5,58.535,60.115,84,103
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.77,4.31,2.61,60.03,58.535,103,70
May,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.79,0.78,5.6,4.31,57.07,60.03,70,163
May,Spring,Tuesday,False,rain,partly-cloudy-day,0.87,0.79,6.91,5.6,53.83,57.07,163,325
June,Summer,Wednesday,False,partly-cloudy-day,rain,0.93,0.87,5.31,6.91,52.65,53.83,325,341
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.93,6.05,5.31,50.69,52.65,341,319
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.86,3.58,6.05,54.795,50.69,319,91
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.85,1.83,3.58,59.85,54.795,91,133
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.88,2.58,1.83,63.205,59.85,133,395
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.79,2.38,2.58,63.15,63.205,395,376
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.65,0.55,2.38,66.83500000000001,63.15,376,391
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.76,0.64,0.55,65.135,66.83500000000001,391,395
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.8,1.51,0.64,62.98,65.135,395,392
June,Summer,Friday,False,clear-day,partly-cloudy-day,0.67,0.76,0.79,1.51,66.45,62.98,392,101
June,Summer,Saturday,False,partly-cloudy-day,clear-day,0.77,0.67,0.35,0.79,64.85,66.45,101,55
June,Summer,Sunday,False,rain,partly-cloudy-day,0.87,0.77,1.9,0.35,62.35000000000001,64.85,55,350
June,Summer,Monday,False,partly-cloudy-day,rain,0.87,0.87,2.56,1.9,60.095,62.35000000000001,350,338
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.87,3.1,2.56,58.175,60.095,338,392
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.86,2.65,3.1,60.185,58.175,392,373
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.78,1.5,2.65,60.25,60.185,373,298
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,1.49,1.5,59.365,60.25,298,85
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.86,1.94,1.49,57.52,59.365,85,103
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.83,2.9,1.94,63.865,57.52,103,169
June,Summer,Monday,False,rain,partly-cloudy-day,0.88,0.79,3.85,2.9,64.64500000000001,63.865,169,376
June,Summer,Tuesday,False,partly-cloudy-day,rain,0.75,0.88,2.19,3.85,63.88,64.64500000000001,376,374
June,Summer,Wednesday,False,rain,partly-cloudy-day,0.84,0.75,1.9,2.19,68.455,63.88,374,314
June,Summer,Thursday,False,rain,rain,0.94,0.84,0.6,1.9,62.635,68.455,314,334
June,Summer,Friday,False,partly-cloudy-day,rain,0.78,0.94,3.42,0.6,61.935,62.635,334,92
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.78,1.79,3.42,60.255,61.935,92,104
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.79,2.79,1.79,63.225,60.255,104,369
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.79,2.48,2.79,61.26000000000001,63.225,369,391
June,Summer,Tuesday,False,rain,partly-cloudy-day,0.72,0.74,2.09,2.48,60.855,61.26000000000001,391,370
June,Summer,Wednesday,False,partly-cloudy-day,rain,0.85,0.72,4.59,2.09,59.3,60.855,370,391
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.85,3.1,4.59,63.55,59.3,391,296
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.81,4.73,3.1,58.49500000000001,63.55,296,73
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.79,4.35,4.73,58.355,58.49500000000001,73,105
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.72,2.18,4.35,60.08,58.355,105,380
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.73,2.78,2.18,64.58500000000001,60.08,380,436
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.78,3.02,2.78,60.015,64.58500000000001,436,425
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.7,1.12,3.02,64.36500000000001,60.015,425,406
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.62,2.34,1.12,66.175,64.36500000000001,406,355
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.68,3.64,2.34,65.92,66.175,355,88
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.74,4.16,3.64,67.95,65.92,88,106
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.75,5.05,4.16,66.15,67.95,106,365
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.79,5.19,5.05,61.85,66.15,365,372
July,Summer,Tuesday,True,rain,partly-cloudy-day,0.84,0.79,1.96,5.19,59.095,61.85,372,353
July,Summer,Wednesday,False,partly-cloudy-day,rain,0.77,0.84,2.65,1.96,58.785,59.095,353,410
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.77,2.44,2.65,60.375,58.785,410,351
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.68,2.73,2.44,65.26,60.375,351,84
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,3.73,2.73,72.32,65.26,84,97
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.76,2.79,3.73,69.735,72.32,97,384
July,Summer,Monday,False,clear-day,partly-cloudy-day,0.65,0.75,0.34,2.79,72.625,69.735,384,397
July,Summer,Tuesday,False,clear-day,clear-day,0.64,0.65,2.45,0.34,81.47999999999998,72.625,397,403
July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.65,0.64,2.16,2.45,72.92,81.47999999999998,403,408
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.65,1.36,2.16,70.05499999999999,72.92,408,312
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.68,0.3,1.36,66.26,70.05499999999999,312,89
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.74,1.44,0.3,70.015,66.26,89,116
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.69,2.89,1.44,66.6,70.015,116,353
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.75,2.99,2.89,65.035,66.6,353,399
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.68,2.03,2.99,66.93,65.035,399,274
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.7,2.8,2.03,66.345,66.93,274,350
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.79,1.91,2.8,66.895,66.345,350,309
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.74,2.86,1.91,65.695,66.895,309,112
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.8,1.38,2.86,63.14,65.695,112,156
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.73,1.72,1.38,62.26,63.14,156,313
August,Summer,Monday,True,rain,partly-cloudy-day,0.76,0.64,2.15,1.72,61.575,62.26,313,313
August,Summer,Tuesday,False,partly-cloudy-day,rain,0.92,0.76,3.37,2.15,67.795,61.575,313,356
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.92,5.39,3.37,66.52000000000001,67.795,356,367
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.76,4.33,5.39,62.785,66.52000000000001,367,319
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,2.28,4.33,65.065,62.785,319,133
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.71,2.25,2.28,70.54,65.065,133,130
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.67,4.66,2.25,68.23,70.54,130,350
August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.73,3.81,4.66,60.38500000000001,68.23,350,380
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.62,3.07,3.81,59.305,60.38500000000001,380,374
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.6,2.34,3.07,62.685,59.305,374,351
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.66,3.4,2.34,65.15,62.685,351,335
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.72,3.3,3.4,69.435,65.15,335,98
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,3.03,3.3,67.6,69.435,98,112
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.7,1.37,3.03,61.74,67.6,112,372
August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.61,2.19,1.37,62.86,61.74,372,389
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.69,2.19,2.19,64.285,62.86,389,361
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.73,1.96,2.19,68.3,64.285,361,384
August,Summer,Thursday,False,clear-day,partly-cloudy-day,0.73,0.7,1.46,1.96,68.875,68.3,384,221
August,Summer,Friday,False,partly-cloudy-day,clear-day,0.88,0.73,2.57,1.46,62.46,68.875,221,63
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.88,5.51,2.57,64.005,62.46,63,100
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.79,5.2,5.51,66.39,64.005,100,347
August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.76,4.2,5.2,66.185,66.39,347,366
August,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.67,0.78,2.1,4.2,74.245,66.185,366,343
August,Summer,Wednesday,False,clear-day,clear-day,0.67,0.67,0.33,2.1,79.16,74.245,343,362
August,Summer,Thursday,False,partly-cloudy-day,clear-day,0.75,0.67,0.83,0.33,74.33500000000002,79.16,362,264
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.75,1.28,0.83,70.015,74.33500000000002,264,93
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.66,1.97,1.28,69.925,70.015,93,77
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.74,3.23,1.97,64.03,69.925,77,90
August,Summer,Monday,True,partly-cloudy-day,partly-cloudy-day,0.73,0.83,1.4,3.23,63.785,64.03,90,384
August,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.67,0.73,1.22,1.4,66.405,63.785,384,381
September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.86,1.24,1.23,70.485,70.345,381,375
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.74,2.68,1.24,66.28,70.485,375,367
September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.71,4.78,2.68,67.97,66.28,367,61
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.79,3.54,4.78,57.92,67.97,61,106
September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.73,0.88,1.24,3.54,61.62000000000001,57.92,106,414
September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.76,0.73,1.98,1.24,69.055,61.62000000000001,414,393
September,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.68,0.76,1.71,1.98,77.845,69.055,393,402
September,Autumn,Wednesday,False,clear-day,clear-day,0.71,0.68,1.23,1.71,71.21000000000002,77.845,402,386
September,Autumn,Thursday,False,clear-day,clear-day,0.76,0.71,0.27,1.23,73.22,71.21000000000002,386,169
September,Autumn,Friday,False,rain,clear-day,0.86,0.76,3.02,0.27,59.48,73.22,169,77
September,Autumn,Saturday,False,partly-cloudy-day,rain,0.85,0.86,4.54,3.02,59.03,59.48,77,85
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,1.53,4.54,61.66,59.03,85,370
September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,0.86,1.53,62.875,61.66,370,385
September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,1.01,0.86,60.735,62.875,385,407
September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.86,1.44,1.01,63.615,60.735,407,383
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.79,1.82,1.44,56.855,63.615,383,385
September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.81,1.56,1.82,59.53,56.855,385,111
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.7,3.69,1.56,65.925,59.53,111,101
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,3.27,3.69,58.215,65.925,101,371
September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.71,1.78,3.27,57.55499999999999,58.215,371,376
September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.8,2.94,1.78,60.1,57.55499999999999,376,412
September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.86,3.88,2.94,66.83,60.1,412,398
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.82,4.73,3.88,58.58,66.83,398,374
September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.79,2.56,4.73,57.115,58.58,374,60
October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.75,0.84,2.56,53.875,57.115,60,82
October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.89,2.64,0.84,51.205,53.875,82,403
October,Autumn,Monday,False,clear-day,partly-cloudy-day,0.77,0.81,0.71,2.64,56.45,51.205,403,423
October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.82,0.77,3.25,0.71,58.185,56.45,423,389
October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.82,4.61,3.25,54.8,58.185,389,383
